Date,Hours,Minutes,Description,Team Member,Type,Category,Property,Activity
1/30/2024,9,0,test334,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
1/3/2024,8,0,test335,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
9/21/2024,1,0,test336,Riley Raymond,STR,Material,STR Property,Property Selling
11/10/2024,2,0,test337,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
6/14/2024,5,0,test338,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
11/7/2024,6,0,test339,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
1/4/2024,7,0,test340,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
11/16/2024,3,0,test341,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
11/21/2024,6,0,test342,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
1/3/2024,6,0,test343,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
8/25/2024,6,0,test344,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
9/28/2024,5,0,test345,Ronald Raymond,LTR,Material,LTR Property,Property Selling
8/8/2024,1,0,test346,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
1/10/2024,2,0,test347,Riley Raymond,LTR,Material,LTR Property,Property Selling
5/27/2024,1,0,test348,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
1/29/2024,2,0,test349,Riley Raymond,STR,Material,STR Property,Property Selling
6/13/2024,4,0,test350,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
7/27/2024,7,0,test351,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
4/19/2024,8,0,test352,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
5/13/2024,6,0,test353,Ronald Raymond,STR,Material,STR Property,Other
2/12/2024,3,0,test354,Riley Raymond,LTR,Material,LTR Property,Property Selling
2/1/2024,1,0,test355,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
11/12/2024,9,0,test356,Riley Raymond,LTR,Material,LTR Property,Property Management
5/16/2024,9,0,test357,Riley Raymond,LTR,Material,LTR Property,Property Management
2/11/2024,7,0,test358,Ronald Raymond,STR,Material,STR Property,Property Selling
11/20/2024,4,0,test359,Riley Raymond,STR,Material,STR Property,Property Selling
1/24/2024,4,0,test360,Riley Raymond,STR,Material,STR Property,Other
6/2/2024,7,0,test361,Ronald Raymond,STR,Material,STR Property,Other
1/17/2024,5,0,test362,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
5/26/2024,7,0,test363,Riley Raymond,STR,Material,STR Property,Property Selling
10/11/2024,7,0,test364,Riley Raymond,STR,Material,STR Property,Property Management
5/30/2024,2,0,test365,Ronald Raymond,LTR,Material,LTR Property,Property Selling
4/14/2024,1,0,test366,Riley Raymond,STR,Material,STR Property,Other
3/29/2024,3,0,test367,Ronald Raymond,STR,Material,STR Property,Property Selling
5/23/2024,4,0,test368,Riley Raymond,STR,Material,STR Property,Property Management
9/10/2024,1,0,test369,Riley Raymond,STR,Material,STR Property,Property Acquisitions
9/18/2024,3,0,test370,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
3/27/2024,6,0,test371,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
1/15/2024,3,0,test372,Riley Raymond,LTR,Material,LTR Property,Property Selling
10/28/2024,8,0,test373,Riley Raymond,LTR,Material,LTR Property,Property Management
3/6/2024,2,0,test374,Ronald Raymond,STR,Material,STR Property,Property Selling
12/18/2024,9,0,test375,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
6/3/2024,8,0,test376,Ronald Raymond,STR,Material,STR Property,Property Management
9/17/2024,9,0,test377,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
12/6/2024,3,0,test378,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
10/21/2024,5,0,test379,Riley Raymond,STR,Material,STR Property,Other
9/30/2024,6,0,test380,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
1/11/2024,7,0,test381,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
6/8/2024,6,0,test382,Riley Raymond,STR,Material,STR Property,Other
6/28/2024,5,0,test383,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
5/5/2024,3,0,test384,Riley Raymond,STR,Material,STR Property,Other
3/18/2024,8,0,test385,Riley Raymond,STR,Material,STR Property,Property Acquisitions
4/18/2024,3,0,test386,Ronald Raymond,STR,Material,STR Property,Property Selling
12/11/2024,7,0,test387,Ronald Raymond,LTR,Material,LTR Property,Other
3/14/2024,6,0,test388,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
8/25/2024,7,0,test389,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
3/8/2024,6,0,test390,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
4/25/2024,5,0,test391,Ronald Raymond,LTR,Material,LTR Property,Other
1/4/2024,6,0,test392,Riley Raymond,LTR,Material,LTR Property,Property Selling
5/22/2024,7,0,test393,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
6/30/2024,1,0,test394,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
2/17/2024,8,0,test395,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
12/5/2024,4,0,test396,Riley Raymond,STR,Material,STR Property,Property Acquisitions
4/26/2024,7,0,test397,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
2/28/2024,6,0,test398,Riley Raymond,STR,Material,STR Property,Property Acquisitions
5/1/2024,3,0,test399,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
7/11/2024,4,0,test400,Ronald Raymond,STR,Material,STR Property,Other
8/9/2024,1,0,test401,Ronald Raymond,LTR,Material,LTR Property,Other
3/16/2024,5,0,test402,Ronald Raymond,STR,Material,STR Property,Property Selling
9/9/2024,8,0,test403,Ronald Raymond,STR,Material,STR Property,Property Selling
1/6/2024,2,0,test404,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
5/17/2024,1,0,test405,Riley Raymond,STR,Material,STR Property,Property Acquisitions
3/28/2024,9,0,test406,Riley Raymond,STR,Material,STR Property,Property Selling
8/28/2024,4,0,test407,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
8/3/2024,6,0,test408,Ronald Raymond,STR,Material,STR Property,Other
5/22/2024,4,0,test409,Ronald Raymond,STR,Material,STR Property,Property Selling
11/8/2024,8,0,test410,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
10/7/2024,9,0,test411,Riley Raymond,STR,Material,STR Property,Property Management
8/10/2024,2,0,test412,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
11/4/2024,5,0,test413,Ronald Raymond,STR,Material,STR Property,Property Selling
7/21/2024,8,0,test414,Ronald Raymond,STR,Material,STR Property,Property Management
5/24/2024,9,0,test415,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
6/9/2024,4,0,test416,Ronald Raymond,LTR,Material,LTR Property,Other
8/3/2024,9,0,test417,Riley Raymond,STR,Material,STR Property,Other
4/10/2024,7,0,test418,Ronald Raymond,STR,Material,STR Property,Property Selling
4/28/2024,5,0,test419,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
11/6/2024,2,0,test420,Ronald Raymond,STR,Material,STR Property,Property Selling
7/24/2024,8,0,test421,Ronald Raymond,LTR,Material,LTR Property,Other
10/4/2024,8,0,test422,Riley Raymond,STR,Material,STR Property,Property Management
11/17/2024,7,0,test423,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
9/18/2024,4,0,test424,Riley Raymond,STR,Material,STR Property,Property Management
11/28/2024,1,0,test425,Riley Raymond,LTR,Material,LTR Property,Other
6/22/2024,2,0,test426,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
11/27/2024,4,0,test427,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
2/13/2024,5,0,test428,Riley Raymond,LTR,Material,LTR Property,Property Management
4/12/2024,8,0,test429,Riley Raymond,STR,Material,STR Property,Property Management
1/8/2024,7,0,test430,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
10/27/2024,9,0,test431,Riley Raymond,STR,Material,STR Property,Property Selling
10/29/2024,5,0,test432,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
4/14/2024,1,0,test433,Riley Raymond,LTR,Material,LTR Property,Property Selling
5/9/2024,3,0,test434,Riley Raymond,STR,Material,STR Property,Property Acquisitions
6/21/2024,2,0,test435,Ronald Raymond,LTR,Material,LTR Property,Property Selling
9/14/2024,7,0,test436,Riley Raymond,STR,Material,STR Property,Property Selling
6/3/2024,5,0,test437,Ronald Raymond,LTR,Material,LTR Property,Property Management
10/7/2024,1,0,test438,Riley Raymond,LTR,Material,LTR Property,Other
8/28/2024,2,0,test439,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
8/19/2024,6,0,test440,Riley Raymond,LTR,Material,LTR Property,Other
12/21/2024,7,0,test441,Riley Raymond,LTR,Material,LTR Property,Property Selling
10/25/2024,1,0,test442,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
7/19/2024,2,0,test443,Ronald Raymond,LTR,Material,LTR Property,Property Management
1/16/2024,9,0,test444,Riley Raymond,STR,Material,STR Property,Other
12/26/2024,4,0,test445,Riley Raymond,STR,Material,STR Property,Property Acquisitions
8/31/2024,4,0,test446,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
7/3/2024,1,0,test447,Riley Raymond,LTR,Material,LTR Property,Other
1/5/2024,7,0,test448,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
1/25/2024,3,0,test449,Riley Raymond,STR,Material,STR Property,Other
3/19/2024,8,0,test450,Riley Raymond,LTR,Material,LTR Property,Property Selling
2/11/2024,1,0,test451,Ronald Raymond,STR,Material,STR Property,Property Selling
2/11/2024,9,0,test452,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
9/29/2024,7,0,test453,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
11/25/2024,5,0,test454,Riley Raymond,STR,Material,STR Property,Property Management
4/14/2024,1,0,test455,Riley Raymond,STR,Material,STR Property,Other
2/1/2024,3,0,test456,Riley Raymond,STR,Material,STR Property,Property Acquisitions
2/13/2024,3,0,test457,Riley Raymond,STR,Material,STR Property,Property Acquisitions
12/3/2024,5,0,test458,Riley Raymond,LTR,Material,LTR Property,Other
2/17/2024,2,0,test459,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
9/28/2024,6,0,test460,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
8/19/2024,2,0,test461,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
11/10/2024,9,0,test462,Ronald Raymond,STR,Material,STR Property,Other
12/2/2024,4,0,test463,Riley Raymond,LTR,Material,LTR Property,Property Selling
11/16/2024,5,0,test464,Ronald Raymond,LTR,Material,LTR Property,Property Management
2/23/2024,3,0,test465,Riley Raymond,LTR,Material,LTR Property,Other
12/11/2024,4,0,test466,Ronald Raymond,LTR,Material,LTR Property,Other
5/8/2024,6,0,test467,Ronald Raymond,LTR,Material,LTR Property,Property Selling
10/13/2024,1,0,test468,Riley Raymond,STR,Material,STR Property,Other
12/24/2024,8,0,test469,Riley Raymond,STR,Material,STR Property,Property Acquisitions
2/29/2024,3,0,test470,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
1/1/2024,1,0,test471,Ronald Raymond,LTR,Material,LTR Property,Property Management
12/12/2024,1,0,test472,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
4/6/2024,7,0,test473,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
7/24/2024,1,0,test474,Ronald Raymond,LTR,Material,LTR Property,Property Selling
7/30/2024,2,0,test475,Riley Raymond,LTR,Material,LTR Property,Property Selling
2/14/2024,6,0,test476,Ronald Raymond,LTR,Material,LTR Property,Other
1/14/2024,6,0,test477,Ronald Raymond,LTR,Material,LTR Property,Property Management
6/24/2024,8,0,test478,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
9/4/2024,3,0,test479,Riley Raymond,LTR,Material,LTR Property,Property Selling
1/29/2024,4,0,test480,Ronald Raymond,LTR,Material,LTR Property,Other
2/26/2024,5,0,test481,Ronald Raymond,STR,Material,STR Property,Property Selling
5/5/2024,3,0,test482,Riley Raymond,LTR,Material,LTR Property,Property Selling
6/4/2024,1,0,test483,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
5/15/2024,3,0,test484,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
3/30/2024,6,0,test485,Riley Raymond,LTR,Material,LTR Property,Property Selling
11/4/2024,7,0,test486,Ronald Raymond,STR,Material,STR Property,Other
12/8/2024,4,0,test487,Riley Raymond,STR,Material,STR Property,Other
3/10/2024,2,0,test488,Riley Raymond,LTR,Material,LTR Property,Property Management
3/31/2024,6,0,test489,Riley Raymond,STR,Material,STR Property,Property Selling
4/3/2024,7,0,test490,Riley Raymond,STR,Material,STR Property,Other
7/13/2024,7,0,test491,Riley Raymond,STR,Material,STR Property,Property Acquisitions
10/9/2024,8,0,test492,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
6/1/2024,9,0,test493,Ronald Raymond,STR,Material,STR Property,Other
7/12/2024,5,0,test494,Ronald Raymond,LTR,Material,LTR Property,Property Selling
12/30/2024,1,0,test495,Riley Raymond,LTR,Material,LTR Property,Property Selling
12/6/2024,9,0,test496,Ronald Raymond,STR,Material,STR Property,Property Management
3/6/2024,5,0,test497,Riley Raymond,STR,Material,STR Property,Other
7/24/2024,4,0,test498,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
8/20/2024,2,0,test499,Riley Raymond,STR,Material,STR Property,Other
5/13/2024,1,0,test500,Riley Raymond,STR,Material,STR Property,Other
1/2/2024,2,0,test501,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
6/23/2024,7,0,test502,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
8/11/2024,9,0,test503,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
8/31/2024,8,0,test504,Ronald Raymond,LTR,Material,LTR Property,Property Management
5/11/2024,3,0,test505,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
4/3/2024,8,0,test506,Riley Raymond,LTR,Material,LTR Property,Property Management
12/3/2024,6,0,test507,Ronald Raymond,STR,Material,STR Property,Property Selling
6/12/2024,6,0,test508,Ronald Raymond,LTR,Material,LTR Property,Other
1/30/2024,6,0,test509,Riley Raymond,STR,Material,STR Property,Property Acquisitions
8/13/2024,5,0,test510,Ronald Raymond,LTR,Material,LTR Property,Property Management
8/17/2024,4,0,test511,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
3/4/2024,5,0,test512,Ronald Raymond,LTR,Material,LTR Property,Property Management
3/4/2024,2,0,test513,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
1/4/2024,4,0,test514,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
11/8/2024,9,0,test515,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
10/17/2024,2,0,test516,Riley Raymond,LTR,Material,LTR Property,Other
10/7/2024,6,0,test517,Ronald Raymond,STR,Material,STR Property,Other
10/17/2024,2,0,test518,Ronald Raymond,LTR,Material,LTR Property,Other
10/30/2024,4,0,test519,Riley Raymond,STR,Material,STR Property,Property Acquisitions
12/12/2024,3,0,test520,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
4/13/2024,5,0,test521,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
4/29/2024,4,0,test522,Riley Raymond,STR,Material,STR Property,Other
5/9/2024,5,0,test523,Ronald Raymond,LTR,Material,LTR Property,Property Selling
4/21/2024,4,0,test524,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
4/1/2024,3,0,test525,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
5/13/2024,9,0,test526,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
2/23/2024,2,0,test527,Riley Raymond,LTR,Material,LTR Property,Property Selling
2/16/2024,1,0,test528,Ronald Raymond,LTR,Material,LTR Property,Other
10/3/2024,2,0,test529,Ronald Raymond,STR,Material,STR Property,Other
4/4/2024,4,0,test530,Ronald Raymond,STR,Material,STR Property,Other
11/2/2024,8,0,test531,Riley Raymond,LTR,Material,LTR Property,Property Selling
2/16/2024,6,0,test532,Riley Raymond,STR,Material,STR Property,Property Management
5/7/2024,5,0,test533,Riley Raymond,LTR,Material,LTR Property,Property Selling
3/14/2024,9,0,test534,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
5/27/2024,6,0,test535,Riley Raymond,LTR,Material,LTR Property,Property Selling
6/27/2024,8,0,test536,Ronald Raymond,LTR,Material,LTR Property,Property Selling
1/10/2024,8,0,test537,Riley Raymond,LTR,Material,LTR Property,Other
3/24/2024,7,0,test538,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
10/19/2024,2,0,test539,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
2/2/2024,3,0,test540,Riley Raymond,STR,Material,STR Property,Property Management
1/24/2024,1,0,test541,Ronald Raymond,STR,Material,STR Property,Property Selling
11/7/2024,3,0,test542,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
10/2/2024,5,0,test543,Ronald Raymond,STR,Material,STR Property,Property Management
5/5/2024,5,0,test544,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
1/21/2024,6,0,test545,Ronald Raymond,LTR,Material,LTR Property,Property Selling
4/5/2024,6,0,test546,Ronald Raymond,LTR,Material,LTR Property,Property Management
8/31/2024,8,0,test547,Riley Raymond,LTR,Material,LTR Property,Other
12/16/2024,7,0,test548,Ronald Raymond,LTR,Material,LTR Property,Property Management
9/13/2024,4,0,test549,Ronald Raymond,STR,Material,STR Property,Property Selling
10/21/2024,8,0,test550,Riley Raymond,LTR,Material,LTR Property,Property Selling
10/10/2024,3,0,test551,Riley Raymond,STR,Material,STR Property,Property Selling
8/22/2024,7,0,test552,Ronald Raymond,STR,Material,STR Property,Property Management
12/4/2024,9,0,test553,Riley Raymond,LTR,Material,LTR Property,Other
11/18/2024,4,0,test554,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
4/17/2024,7,0,test555,Ronald Raymond,STR,Material,STR Property,Property Selling
2/24/2024,1,0,test556,Riley Raymond,STR,Material,STR Property,Property Management
11/7/2024,1,0,test557,Riley Raymond,LTR,Material,LTR Property,Property Selling
4/1/2024,2,0,test558,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
2/12/2024,8,0,test559,Riley Raymond,LTR,Material,LTR Property,Property Management
3/12/2024,5,0,test560,Riley Raymond,LTR,Material,LTR Property,Other
1/4/2024,9,0,test561,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
11/22/2024,6,0,test562,Riley Raymond,STR,Material,STR Property,Property Selling
4/4/2024,5,0,test563,Riley Raymond,LTR,Material,LTR Property,Other
5/16/2024,3,0,test564,Ronald Raymond,STR,Material,STR Property,Property Management
9/17/2024,5,0,test565,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
8/22/2024,2,0,test566,Ronald Raymond,LTR,Material,LTR Property,Other
11/18/2024,7,0,test567,Riley Raymond,LTR,Material,LTR Property,Property Selling
3/29/2024,8,0,test568,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
6/5/2024,7,0,test569,Ronald Raymond,STR,Material,STR Property,Other
10/20/2024,1,0,test570,Riley Raymond,STR,Material,STR Property,Other
7/27/2024,1,0,test571,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
6/28/2024,6,0,test572,Ronald Raymond,LTR,Material,LTR Property,Other
3/16/2024,6,0,test573,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
10/15/2024,6,0,test574,Riley Raymond,LTR,Material,LTR Property,Property Selling
12/11/2024,6,0,test575,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
9/4/2024,1,0,test576,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
1/21/2024,7,0,test577,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
6/3/2024,7,0,test578,Ronald Raymond,LTR,Material,LTR Property,Other
8/26/2024,1,0,test579,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
4/13/2024,5,0,test580,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
3/16/2024,6,0,test581,Ronald Raymond,LTR,Material,LTR Property,Property Management
12/7/2024,2,0,test582,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
4/21/2024,9,0,test583,Riley Raymond,STR,Material,STR Property,Property Acquisitions
7/10/2024,1,0,test584,Ronald Raymond,STR,Material,STR Property,Property Selling
8/14/2024,5,0,test585,Ronald Raymond,STR,Material,STR Property,Other
9/24/2024,8,0,test586,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
9/6/2024,4,0,test587,Ronald Raymond,LTR,Material,LTR Property,Property Management
9/15/2024,2,0,test588,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
6/30/2024,1,0,test589,Riley Raymond,LTR,Material,LTR Property,Property Management
9/22/2024,4,0,test590,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
3/13/2024,9,0,test591,Riley Raymond,STR,Material,STR Property,Property Management
12/25/2024,8,0,test592,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
11/20/2024,8,0,test593,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
1/26/2024,9,0,test594,Riley Raymond,LTR,Material,LTR Property,Property Selling
5/19/2024,8,0,test595,Ronald Raymond,STR,Material,STR Property,Other
7/19/2024,8,0,test596,Ronald Raymond,LTR,Material,LTR Property,Property Selling
4/7/2024,1,0,test597,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
8/20/2024,5,0,test598,Ronald Raymond,STR,Material,STR Property,Property Selling
8/24/2024,5,0,test599,Ronald Raymond,STR,Material,STR Property,Other
7/6/2024,3,0,test600,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
6/22/2024,9,0,test601,Riley Raymond,STR,Material,STR Property,Property Selling
10/22/2024,5,0,test602,Ronald Raymond,STR,Material,STR Property,Other
4/4/2024,5,0,test603,Riley Raymond,STR,Material,STR Property,Property Acquisitions
10/18/2024,8,0,test604,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
12/20/2024,7,0,test605,Ronald Raymond,LTR,Material,LTR Property,Other
4/6/2024,4,0,test606,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
9/16/2024,3,0,test607,Riley Raymond,STR,Material,STR Property,Other
3/6/2024,5,0,test608,Ronald Raymond,STR,Material,STR Property,Other
9/10/2024,9,0,test609,Riley Raymond,LTR,Material,LTR Property,Property Management
4/29/2024,7,0,test610,Riley Raymond,STR,Material,STR Property,Property Management
3/14/2024,4,0,test611,Ronald Raymond,LTR,Material,LTR Property,Other
1/30/2024,3,0,test612,Ronald Raymond,STR,Material,STR Property,Property Management
9/4/2024,8,0,test613,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
8/11/2024,7,0,test614,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
1/5/2024,9,0,test615,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
11/30/2024,6,0,test616,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
3/6/2024,9,0,test617,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
2/28/2024,5,0,test618,Ronald Raymond,LTR,Material,LTR Property,Property Selling
8/18/2024,5,0,test619,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
7/16/2024,4,0,test620,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
10/21/2024,4,0,test621,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
4/20/2024,3,0,test622,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
1/1/2024,7,0,test623,Ronald Raymond,STR,Material,STR Property,Property Selling
6/11/2024,1,0,test624,Ronald Raymond,STR,Material,STR Property,Other
3/5/2024,2,0,test625,Riley Raymond,LTR,Material,LTR Property,Property Selling
2/13/2024,7,0,test626,Ronald Raymond,STR,Material,STR Property,Property Management
10/2/2024,9,0,test627,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
7/11/2024,9,0,test628,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
2/4/2024,7,0,test629,Riley Raymond,LTR,Material,LTR Property,Property Management
10/19/2024,1,0,test630,Riley Raymond,LTR,Material,LTR Property,Other
1/20/2024,1,0,test631,Ronald Raymond,STR,Material,STR Property,Property Management
3/9/2024,4,0,test632,Riley Raymond,LTR,Material,LTR Property,Property Management
12/25/2024,2,0,test633,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
10/8/2024,9,0,test634,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
1/8/2024,9,0,test635,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
7/30/2024,2,0,test636,Ronald Raymond,LTR,Material,LTR Property,Property Management
1/15/2024,6,0,test637,Ronald Raymond,STR,Material,STR Property,Property Management
5/14/2024,4,0,test638,Ronald Raymond,LTR,Material,LTR Property,Property Selling
8/12/2024,2,0,test639,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
3/16/2024,7,0,test640,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
3/26/2024,8,0,test641,Ronald Raymond,LTR,Material,LTR Property,Property Selling
9/21/2024,9,0,test642,Riley Raymond,STR,Material,STR Property,Property Management
4/3/2024,2,0,test643,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
12/4/2024,3,0,test644,Riley Raymond,STR,Material,STR Property,Other
10/10/2024,7,0,test645,Ronald Raymond,LTR,Material,LTR Property,Property Management
7/24/2024,5,0,test646,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
11/28/2024,9,0,test647,Ronald Raymond,LTR,Material,LTR Property,Other
11/29/2024,1,0,test648,Ronald Raymond,LTR,Material,LTR Property,Other
11/13/2024,8,0,test649,Ronald Raymond,STR,Material,STR Property,Other
8/22/2024,4,0,test650,Riley Raymond,LTR,Material,LTR Property,Property Selling
3/28/2024,2,0,test651,Riley Raymond,STR,Material,STR Property,Other
8/8/2024,9,0,test652,Riley Raymond,LTR,Material,LTR Property,Property Management
12/5/2024,6,0,test653,Ronald Raymond,LTR,Material,LTR Property,Property Selling
7/8/2024,4,0,test654,Riley Raymond,STR,Material,STR Property,Property Selling
5/15/2024,5,0,test655,Ronald Raymond,STR,Material,STR Property,Property Management
8/23/2024,5,0,test656,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
7/17/2024,5,0,test657,Riley Raymond,STR,Material,STR Property,Other
12/12/2024,7,0,test658,Ronald Raymond,LTR,Material,LTR Property,Property Management
10/23/2024,2,0,test659,Riley Raymond,LTR,Material,LTR Property,Other
8/17/2024,5,0,test660,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
12/11/2024,8,0,test661,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
5/10/2024,9,0,test662,Ronald Raymond,LTR,Material,LTR Property,Property Selling
6/9/2024,7,0,test663,Riley Raymond,STR,Material,STR Property,Property Selling
9/17/2024,1,0,test664,Ronald Raymond,LTR,Material,LTR Property,Other
5/10/2024,1,0,test665,Ronald Raymond,STR,Material,STR Property,Property Management
5/21/2024,9,0,test666,Riley Raymond,STR,Material,STR Property,Other
9/18/2024,5,0,test667,Riley Raymond,LTR,Material,LTR Property,Property Management
4/8/2024,9,0,test668,Riley Raymond,STR,Material,STR Property,Property Selling
